Title,Condition,Buy Price,Author,Publisher,ISBN
The Vikings,Good,10.99,Elizabeth Janeway,Beautiful Feet Books,1893103358
The Andy Warhol Diaries,New,23.09,Andy Warhol,Twelve,1538739186
"Renegade: My Life in Faith, the Military, and Defending America from Trump's Attack on Democracy",Good,5.59,ADAM KINZINGER,Open Field,0593654161
"Courage to Soar: A Body in Motion, a Life in Balance",Good,4.89,Simone Biles,Zonderkidz,0310759668
How to Talk Dirty and Influence People,New,15.74,Lenny Bruce,Grand Central Publishing,0306825295
My Early Life: 1874-1908,Good,7.99,Winston S. Churchill,Scribner Book Company,0684823454
Blue Latitudes: Boldly Going Where Captain Cook Has Gone Before,Very Good,4.99,Tony Horwitz,Picador USA,0312422601
They Call Me Coach,Good,4.49,John Wooden,McGraw-Hill Companies,0071424911
Population: 485: Meeting Your Neighbors One Siren at a Time,Very Good,5.19,Michael  Perry,Harper Perennial,0061363502
Onward: How Starbucks Fought for Its Life without Losing Its Soul,Very Good,5.29,Howard Schultz,Rodale Books,1609613821
"The Diary of Anaïs Nin, 1934-1939",Acceptable,6.49,Anaïs Nin,Mariner Books Classics,0156260263
Picasso: 1881-1973,Acceptable,20.49,Carsten-Peter Warncke,Taschen,3822872210
The Philosophy of Andy Warhol (From A to B and Back Again),Good,4.59,Andy Warhol,Mariner Books Classics,0156717204
Driven from Within,Good,5.69,Michael Jordan,Atria Books,0743284003
Till Death Us Do Part: A True Murder Mystery,Good,4.29,Vincent Bugliosi,W. W. Norton & Company,039332544X
Lois Remembers: Memoirs of the Co-Founder of Al-Anon and Wife of the Co-Founder of Alcoholics Anonymous.,Good,8.39,Lois Wilson,"Al-Anon Family Group Headquarters, Inc.",0910034230
Lee,Good,29.19,Douglas Southall Freeman,Simon Publications,1931313393
Appetite for Life,Good,5.39,Noël Riley Fitch,Knopf Doubleday Publishing Group,0307948382
The Gastronomical Me,Good,6.29,M.F.K. Fisher,North Point Press,0865473927
Anton Chekhov's Short Stories,Good,6.69,Anton Chekhov,W. W. Norton & Company,0393090027
Orvos voltam Auschwitzban,Good,5.49,Miklós Nyiszli,Arcade Publishing,161145011X
Abigail Adams: Girl of Colonial Days (Childhood of Famous Americans),Good,4.59,Jean Brown Wagoner,Aladdin Paperbacks,0689716575
"Nine Years Among the Indians, 1870-1879: The Story of the Captivity and Life of a Texan Among the Indians",Like New,11.29,Herman Lehmann,Independently Published,1519035918
"I Beat the Odds: From Homelessness, to The Blind Side, and Beyond",Very Good,4.89,Michael Oher,Avery Publishing Group,1592406386
The Journals of Jim Elliot,Very Good,6.89,Jim Elliot,Fleming H. Revell Company,0800729455
"Mister God, This Is Anna",Good,4.79,Fynn,Ballantine Group,0345327225
Nobody Knows My Name,Good,8.89,James Baldwin,Vintage,0679744738
The Lyrics: 1956 to the Present,New,22.86,Paul McCartney,Liveright Publishing Corporation,1324094095
Buried Alive: The Biography of Janis Joplin,Good,6.79,Myra Friedman,Crown Publishing Group (NY),0517586509
Five Years To Freedom,Good,5.79,James N. Rowe,Presidio Press,0345314603
With Malice Toward None: A Life of Abraham Lincoln,Good,4.39,Stephen B. Oates,Harper Perennial,0060924713
The Life of an American Slave,Good,10.09,Frederick Douglass,Dover Publications,0486431703
Living with the Dead: Twenty Years on the Bus with Garcia and the Grateful Dead,Good,11.79,Rock Scully,Little Brown and Company,0316777129
Annapurna: A Woman's Place,New,15.33,Arlene Blum,Counterpoint LLC,1619026031
Souls on Fire,Good,5.09,Elie Wiesel,Simon & Schuster,067144171X
Aphrodite,Good,5.29,Isabel Allende,Harper,0060175907
Markings,Good,8.19,Dag Hammarskjöld,Knopf Doubleday Publishing Group,0307277429
Elvis: What Happened?,Good,59.79,Steve Dunleavy,Ballantine Books,0345272153
Long Time Gone,Good,8.99,David Crosby,David\Crosby#& Carl Gottlieb,0979048907
My Life and Hard Times,Good,6.89,James Thurber,Harper Perennial Modern Classics,0060933089
The Hillside Stranglers,Acceptable,10.39,Darcy O'Brien,Open Road Media,1504047885
Speeches and Writings 1832–1858,New,24.7,Abraham Lincoln,Library of America,B000H65ACU
It's Easier to Succeed Than to Fail,Good,7.29,S. Truett Cathy,Oliver-Nelson Books,0840790309
The Last of the President's Men,Good,4.99,Bob Woodward,Simon & Schuster,1501116452
Old Path White Clouds: Walking in the Footsteps of the Buddha,New,24.7,Thich Nhat Hanh,Parallax Press,0938077260
"Inventions, Researches and Writings of Nikola Tesla",Very Good,11.49,Nikola Tesla,Union Square & Co.,1454910763
True Hallucinations: Being an Account of the Author's Extraordinary Adventures in the Devil's Paradise,New,14.87,Terence McKenna,HarperOne,0062506528
A Dance to the Music of Time: First Movement,Good,7.99,Anthony Powell,University of Chicago Press,0226677141
Elvis: A Biography,Good,10.89,Jerry Hopkins,Plexus Publishing,0859655644
Invisible Darkness: The Strange Case Of Paul Bernardo and Karla Homolka,Good,6.99,Stephen    Williams,Bantam,055356854X
The Valachi Papers,Good,7.89,Peter Maas,Harper Perennial,006050742X
What Can I Do?,Good,5.39,Jane Fonda,Penguin Books,0593296249
Conversations with Myself,Very Good,5.49,Nelson Mandela,Picador USA,0312611684
What Are the Odds? From Crack Addict to CEO,Good,4.49,Mike Lindell,Lindell Publishing,1734283416
Will: The Autobiography of G. Gordon Liddy,Good,5.89,G. Gordon Liddy,St. Martin's Press,0312119151
This 'n' That,Good,6.89,Bette Davis,Putnam Pub Group,0399132465
Marilyn,Good,23.19,Norman Mailer,Taschen,3836592614
Thy Neighbor's Wife,Acceptable,6.99,Gay Talese,Ecco Press,0061665436
Instant Replay: The Green Bay Diary of Jerry Kramer,Good,8.89,Jerry Kramer,Knopf Doubleday Publishing Group,0307743381
After Life: Answers From the Other Side,Good,4.79,John Edward,Princess Books,1932128085
Diary of a Provincial Lady,New,18.06,E.M. Delafield,MacMillan Collector's Library,1909621382
I Cannot Forgive,New,15.35,Rudolf Vrba,Racehorse,1631584715
Michael Jordan: The Life,Good,5.69,Roland Lazenby,Back Bay Books,031619476X
My Dark Places,Good,4.99,James Ellroy,Vintage,0679762051
The Trail of the Fox,Good,21.09,David Irving,Dutton Books,0525222006
Mémoires d'une jeune fille rangée,Good,9.29,Simone de Beauvoir,Harper Perennial,0060825197
Paul McCartney 1964 : Eye of the Storm /anglais,Acceptable,31.39,Paul McCartney,Liveright Publishing Corporation,1324093064
Howard Hughes: His Life and Madness,New,18.83,James B. Steele,W. W. Norton & Company,B002KE4A50
Horn of the Hunter: The Story of an African Safari,New,25.73,Robert Ruark,Safari Press,1571572635
Little Girl Lost,Good,65.29,Drew Barrymore,Pocket Books,0671689231
Malcolm X: By Any Means Necessary,Very Good,11.89,Malcolm X,Pathfinder,0873487540
"Hardtack and Coffee or, The Unwritten Story of Army Life",Good,5.09,John Davis Billings,Bison Books,080326111X
"Black Gun, Silver Star: The Life and Legend of Frontier Marshal Bass Reeves (Race and Ethnicity in the American West)",Very Good,12.59,Art T. Burton,Bison Books,1496233425
Man in Black : His Own Story in his Own Words,Acceptable,6.49,Johnny Cash,Zondervan Publishing House,0446890863
The Third Eye,Good,7.19,T. Lobsang Rampa,Ballantine Books,0345340388
Madame Curie,Good,7.69,Ève Curie,Da Capo,0306810387
Wallflower at the Orgy,Good,6.79,Nora Ephron,Random House Publishing Group,0553385054
Serpico,Good,6.19,Peter Maas,Harper Perennial,0060738189
Jimmy Buffett: A Good Life All the Way,Acceptable,11.99,Ryan  White,Atria Books,1501132563
A Wing and a Prayer: The Bloody 100th Bomb Group of the US Eighth Air Force in Action over Europe in World War II,New,18.28,Harry H. Crosby,Open Road Media,1504067339
The Family,New,17.62,Ed Sanders,Grand Central Publishing,1560253967
Das Lied von Bernadette,Very Good,10.69,Franz Werfel,Ignatius Press,1586171712
The Memoirs of Richard Nixon,Good,6.49,Richard M. Nixon,Grosset & Dunlap,0448143747
When Hell Was in Session,Very Good,36.49,Brandt Ed,Reader's Digest Association,0883491125
Here Is Your War: Story of G.I. Joe,Good,7.29,Ernie Pyle,Black Dog & Leventhal Publishers,1579124410
Just One More Thing,Good,6.19,Peter Falk,Da Capo,0786719397
The Silent Twins,Good,7.49,Marjorie Wallace,Vintage,009958641X
A Midwife's Story,Very Good,10.09,Penny Armstrong,Pinter & Martin Ltd,1780662009
The Isis Papers: The Keys to the Colors,Acceptable,16.49,Frances Cress Welsing,Third World Press,0883781042
Bobby Jones on Golf (Bobby Jones),Good,5.59,Robert T. Jones Jr.,Crown Publishing Group (NY),0385424191
Straight on Till Morning: A Biography of Beryl Markham,Good,6.69,Mary S. Lovell,W. W. Norton & Company,0393339157
Trump:: The Art of the Comeback,Very Good,143.89,Donald J. Trump,Crown Business,0812929640
"Let's Go (So We Can Get Back): A Memoir of Recording and Discording with Wilco, Etc.",Very Good,6.39,Jeff Tweedy,Dutton,1101985275
Capone: The Life and World of Al Capone,Acceptable,6.09,John Kobler,Grand Central Publishing,0306812851
The Housekeeper's Diary: Charles and Diana Before the Breakup,Good,15.09,Wendy Berry,Barricade Books,156980057X
Karate-Do: My Way of Life,Good,8.09,Gichin Funakoshi,Kodansha International,1568364989
The Alice B. Toklas Cookbook,Good,9.99,Alice B. Toklas,Harper Perennial,0063043807
The Enormous Room,Like New,10.79,E.E. Cummings,New York Review of Books,1681376199
The World of Columbus and Sons,Good,9.99,Genevieve Foster,Beautiful Feet Books,0964380382
Nine O'Clock in the Morning,Good,21.29,Rita Bennett,"Bridge-Logos, Inc.",1610362306
Admiral of the Ocean Sea: A Life of Christopher Columbus,Good,8.09,Samuel Eliot Morison,Little Brown and Company,0316584789
Rhinestone Cowboy: An Autobiography,Good,5.29,Glen Campbell,Villard,0679419993
Uncommon: Finding Your Path to Significance,Good,4.19,Nathan Whitaker,Tyndale Momentum,1414326823
Annie Leibovitz At Work,Very Good,31.59,Annie Leibovitz,Phaidon Press,0714878294
Jacqueline Kennedy: Historic Conversations on Life with John F. Kennedy,New,40.26,Caroline Kennedy,Grand Central Publishing,1401324258
The League: How Five Rivals Created the NFL and Launched a Sports Empire,Good,5.09,John Eisenberg,Basic Books,1541618645
The Bolter: Edwardian Heartbreak and High Society Scandal in Kenya,Good,4.49,Frances Osborne,Knopf Doubleday Publishing Group,0307476421
The Summer Game,Acceptable,6.39,Roger Angell,Bison Books,0803259514
Se questo è un uomo ; La tregua,Good,20.09,Primo Levi,Abacus,0349100136
Rebel Homemaker,Very Good,8.19,Drew Barrymore,Dutton,0593184106
The Rancher Takes a Wife,Good,7.39,Richmond P. Hobson Jr.,McClelland & Stewart,1400026644
Anna and the King of Siam,Good,4.39,Margaret Landon,Harper Perennial,0060954884
"Wolf Willow: A History, a Story, and a Memory of the Last Plains Frontier",Good,6.19,Wallace Stegner,Penguin Publishing Group,0141185015
Walk to Beautiful: The Power of Love and a Homeless Kid Who Found the Way,Good,4.59,Jimmy Wayne,Thomas Nelson,071807730X
Cosmic Trigger : The Final Secret of the Illuminati,New,23.0,Robert Anton Wilson,"Hilaritas Press, LLC.",0692513973
The Iridescence of Birds: A Book About Henri Matisse,Acceptable,6.79,Patricia MacLachlan,Roaring Brook Press,1596439483
Steps in Time,Good,6.99,Fred Astaire,Dey Street Books,0061567566
Hunger of Memory: The Education of Richard Rodriguez,Good,4.99,Richard Rodríguez,Dial Press,0553382519
Between Meals: An Appetite for Paris,Good,6.19,A.J. Liebling,North Point Press,086547236X
Papa Hemingway: A Personal Memoir,Good,7.59,A.E. Hotchner,Da Capo,0306814277
A Cambodian Odyssey,New,22.54,Haing Ngor,Basic Books,0786713151
Huey Long,Good,8.19,T. Harry Williams,Vintage,0394747909
Ring of Bright Water,New,23.15,Gavin Maxwell,Little Toller Books,0956254500
Shelley: Also known as Shirley,Good,5.99,Shelley Winters,William Morrow & Company,0688036384
Wanderer,Very Good,15.09,Sterling Hayden,Lyons Press,1493035274
Robert Kennedy and His Times,Acceptable,6.69,Michael R. Beschloss,Mariner Books,1328567567
Proszę państwa do gazu,Good,5.19,Tadeusz Borowski,Penguin Classics,0140186247
A Walk on the Beach: Tales of Wisdom From an Unconventional Woman,Very Good,4.99,Joan  Anderson,Crown Publishing Group,0767914759
The Life of St. Antony,Good,8.79,Athanasius of Alexandria,Tan Books,0895555255
The Beatles,Good,5.69,Hunter Davies,W. W. Norton & Company,0393315711
Samurai!,Good,7.39,Saburo Sakai,iBooks,0743412834
"To Sir, with Love",Good,9.79,E.R. Braithwaite,Open Road Media,1480457515
"The Diary of Anaïs Nin, 1939-1944",Good,6.69,Anaïs Nin,Mariner Books Classics,0156260271
Abraham: A Journey to the Heart of Three Faiths,Very Good,5.19,Bruce Feiler,William Morrow & Company,0060838663
Les Confessions,Very Good,10.99,Jean-Jacques Rousseau,Oxford University Press,0199540039
The 16th Round: From Number 1 Contender to Number 45472,Good,11.19,Rubin Carter,Lawrence Hill Books,1569765677
If I Can Dream: Elvis' Own Story,Good,8.79,Larry Geller,Simon & Schuster,0671659227
La Vie secrète de Salvador Dali,Good,8.79,Salvador Dalí,Dover Publications,0486274543
The Authentic Life of Billy the Kid,Good,5.19,Pat F. Garrett,University of Oklahoma Press,080611195X
"Vita di Benvenuto di Maestro Giovanni Cellini fiorentino, scritta, per lui medesimo, in Firenze",Good,4.19,Benvenuto Cellini,Penguin Group,0140447180
The Spirit of St. Louis,Good,5.69,Charles A. Lindbergh,Scribner,0743237056
How Good Do You Want to Be?: A Champion's Tips on How to Lead and Succeed at Work and in Life,Acceptable,7.39,Nick Saban,Ballantine Books,0345500849
Eleanor and Franklin,Very Good,5.69,Joseph P. Lash,W. W. Norton & Company,0393074595
The Little Locksmith: A Memoir,Very Good,7.59,Katharine Butler Hathaway,The Feminist Press at CUNY,1558612394
Mrs. Miniver,Good,6.59,Jan Struther,Mariner Books,0156631407
Spandauer Tagebücher,Good,9.59,Albert Speer,Not Avail,0026128101
Saint Joan: The Girl Soldier (Vision Books),Good,7.69,Louis de Wohl,Ignatius Press,0898708222
Selected Letters 1917-1961,Good,8.39,Ernest Hemingway,Scribner Book Company,0684176580
Stop-Time,Good,4.39,Frank Conroy,Penguin Publishing Group,0140044469
"Scalia Speaks: Reflections on Law, Faith, and Life Well Lived",Good,4.69,Antonin Scalia,Forum Books,0525573321
In an Instant: A Family's Journey of Love and Healing,Very Good,4.89,Bob Woodruff,Random House,1400066670
Our Journey Together,Good,26.19,Donald J. Trump,Winning Team Publishing,173550372X
Marilyn Monroe: Unseen Archives,Very Good,6.39,Marie Clayton,Barnes & Noble Books,0760746737
Coming Back Alive: The True Story of the Most Harrowing Search and Rescue Mission Ever Attempted on Alaska's High Seas,Good,6.69,Spike Walker,St. Martin's Griffin,0312302568
Frank Lloyd Wright: A Biography,Good,7.09,Meryle Secrest,University of Chicago Press,0226744140
Lincoln the Unknown,Good,9.39,Dale Carnegie,WWW.Snowballpublishing.com,160796550X
Autobiography of Parley P. Pratt,Very Good,19.49,Parley P. Pratt,Lulu.com,0359022065
Black Bourgeoisie: The Book That Brought the Shock of Self-Revelation to Middle-Class Blacks in America,Like New,15.59,E. Franklin Frazier,Free Press,0684832410
"Christopher and His Kind, 1929-1939",Good,12.49,Christopher Isherwood,"Farrar, Straus and Giroux",0374535221
Kennedy,Good,6.19,Theodore C. Sorensen,Harper Perennial,006196784X
Babe: The Legend Comes to Life,Good,4.79,Robert W. Creamer,Simon & Schuster,067176070X
In My Own Way: An Autobiography,Good,9.69,Alan W. Watts,New World Library,1577315847
The Measure of My Days,Good,5.79,Florida Scott-Maxwell,Penguin Books,0140051643
Alone: The Classic Polar Adventure,New,35.0,Richard Evelyn Byrd,Island Press,1559634634
Nine and a Half Weeks: A Memoir of a Love Affair,Good,12.59,Elizabeth McNeill,HarperCollins,0062309943
Professional Idiot: A Memoir,Good,4.99,"Stephen ""Steve-O"" Glover",Grand Central Publishing,1401310796
Through the Valley of the Kwai,Good,5.99,Ernest Gordon,Zondervan,0007118481
Choice of Weapons (Borealis Books),Good,7.39,Gordon Parks,Minnesota Historical Society Press,0873517695
Paper Lion: Confessions of a Last-String Quarterback,Good,6.99,George Plimpton,Little Brown and Company,0316284505
Ο φτωχούλης του Θεού,Good,17.59,Nikos Kazantzakis,Loyola Press,0829421297
A Father's Story,Good,16.69,Lionel Dahmer,"Echo Point Books & Media, LLC",1635615631
Nothing Too Good for a Cowboy,Good,5.09,Richmond P. Hobson Jr.,McClelland & Stewart,0771018622
Beneath The Underdog:  His World As Composed By Mingus,Good,5.59,Charles Mingus,Vintage,0679737618
Autobiographies: Narrative of the Life of Frederick Douglass / My Bondage and My Freedom / Life and Times of Frederick Douglass,New,31.24,Frederick Douglass,Library of America,0940450798
In Love and War,Good,15.89,James B. Stockdale,Naval Institute Press,1557507848
Once Upon a Time,Good,17.09,Gloria Vanderbilt,Alfred A. Knopf,039454112X
I Married Adventure: The Lives of Martin and Osa Johnson,New,16.71,Osa Johnson,Kodansha,156836587X
Keeping Faith: Memoirs of a President,Very Good,6.39,Jimmy Carter,Bantam Books,0553050230
"Karamo: My Story of Embracing Purpose, Healing, and Hope",Very Good,5.99,Karamo Brown,Gallery Books,1982111984
Across the Rolling River (Little House),Acceptable,31.49,Celia Wilkins,HarperCollins,0064407349
Wired,Good,11.39,Bob Woodward,Simon & Schuster,1451655592
The Texans,Very Good,6.69,David Nevin,Time Life Medical,0809415003
The Myth of the Robber Barons,Good,4.59,Burton W. Folsom Jr.,Young America's Foundation,0963020315
Fortitude: American Resilience in the Era of Outrage,Very Good,5.99,Dan Crenshaw,Twelve,1538733307
Monica's Story,Like New,5.39,Andrew Morton,St. Martin's Press,0312240910
Facing the Lion: Memoirs of a Young Girl in Nazi Europe,Good,6.89,Simone Arnold Liebster,George Milakovich & Assoc Inc,1937188000
